# project_name=keliya solverstep_min=20
t_next,delta_nst,delta_nfe,delta_ncfn,delta_netf,h_last,h_cur
17381260.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381280.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381300.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381320.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381340.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381360.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381380.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381400.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381420.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381440.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381460.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381480.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381500.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381520.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381540.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381560.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381580.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381600.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381620.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381640.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381660.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381680.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381700.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381720.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381740.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381760.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381780.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381800.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381820.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381840.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381860.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381880.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381900.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381920.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381940.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17381960.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17381980.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382000.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382020.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382040.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382060.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382080.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382100.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382120.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382140.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382160.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382180.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382200.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382220.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382240.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382260.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382280.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382300.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382320.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382340.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382360.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382380.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382400.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382420.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382440.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382460.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382480.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382500.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382520.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382540.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382560.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382580.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382600.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382620.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382640.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382660.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382680.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382700.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382720.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382740.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382760.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382780.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382800.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382820.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382840.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382860.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382880.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382900.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382920.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382940.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17382960.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17382980.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383000.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383020.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383040.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383060.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383080.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383100.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383120.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383140.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383160.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383180.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383200.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383220.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383240.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383260.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17383280.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17383300.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
