index	iSoil	iGeol	iLC	IC	iForc	iMF	iBC	iLake	node0	node1	node2	nabr0	nabr1	nabr2	edge0	edge1	edge2	area	x	y	zmin	zmax	soil_index	infKsatV	ThetaS	ThetaR	Alpha	Beta	hAreaF	macKsatV	infD	geol_index	KsatH	KsatV	SpYield	geo_ThetaS	geo_ThetaR	geo_vAreaF	macKsatH	macD	LC_index	VegFrac	Albedo	Rough	RzD	SoilDgrd	ImpAF	Dist2Edge0	Dist2Edge1	Dist2Edge2	Dist2Nabor0	Dist2Nabor1	Dist2Nabor2	avgRough0	avgRough1	avgRough2	windH	FixPressure	AquiferDepth	WetlandLevel	RootReachLevel	MacporeLevel	
4471	25	25	17	-9999	675	1	0	0	0	7616	2385	2369	4371	14830	4462	2852.7	2354.35	3256.31	3.26882e+06	-17425.4	4.08855e+06	1821.42	1827.42	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	763.913	925.61	669.227	1598.35	1605.2	1316.01	0.000583333	0.000583333	0.000583333	10	81.5038	6	5.9	5.45	5	
4472	25	25	17	-9999	720	1	0	0	0	2387	11302	2390	22165	4546	22166	3736.65	2729.79	2239.82	3.03423e+06	-15655.8	4.09237e+06	1695.46	1701.46	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	541.345	741.015	903.114	1330.57	1642.36	1655.42	0.000583333	0.000583333	0.000583333	10	82.7602	6	5.9	5.45	5	
4473	25	25	17	-9999	675	1	0	0	0	4893	2386	2388	4464	9420	4325	2541.94	2364.52	3247.12	2.98147e+06	-20330.8	4.08474e+06	1976.32	1982.32	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	781.941	840.614	612.125	1579.43	1692.06	1203.12	0.000583333	0.000583333	0.000583333	10	79.98	6	5.9	5.45	5	
4474	21	21	17	-9999	720	1	0	0	0	2391	2389	7623	14845	14844	9419	2130.74	3381.11	2392.54	2.53216e+06	-16823.3	4.08355e+06	1948.05	1954.05	-9999	0.000106921	0.507037	0.01	2.27082	1.13439	0.01	0.0106921	0.1	-9999	0.000481061	4.81061e-05	0.471411	0.481411	0.01	0.01	0.0481061	1	0	0.01	0.3	0.000583333	0.55	0.6	0	792.265	499.276	705.572	1684.82	1291.89	1469.79	0.000625	0.000583333	0.000583333	10	80.2564	6	5.9	5.45	5	
4475	7	7	11	-9999	718	1	0	0	0	2407	2412	2398	9840	4476	4515	2612.52	2730.08	2612.65	3.04078e+06	-13426	4.06763e+06	2724.32	2730.32	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	775.952	742.539	775.911	1577.61	1553.97	1751.68	0.000666667	0.000666667	0.000666667	10	72.9429	6	5.9	5.25	5	
4476	73	73	11	-9999	718	1	0	0	0	2402	2407	2398	4475	4408	4505	2730.08	2853.14	2730.02	3.32059e+06	-13659.5	4.0661e+06	2807.82	2813.82	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	810.867	775.891	810.882	1553.97	1768.72	1710.6	0.000666667	0.000666667	0.000666667	10	72.1895	6	5.9	5.25	5	
4477	25	25	17	-9999	721	1	0	0	0	7675	11302	7618	22170	14949	14946	2240.34	3199.39	3737.24	3.56936e+06	-14438.2	4.09575e+06	1588.27	1594.27	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	1062.15	743.758	636.719	1943.74	1505.25	1273.44	0.000583333	0.000583333	0.000583333	10	83.8416	6	5.9	5.45	5	
4478	25	25	17	-9999	676	1	0	0	0	7674	7676	2371	14951	4549	14947	3485.36	2856.8	2709.28	3.77802e+06	-19827.7	4.09776e+06	1613.18	1619.18	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	722.645	881.643	929.65	1704.25	1793.79	1763.65	0.000583333	0.000583333	0.000583333	10	83.5892	6	5.9	5.45	5	
4479	70	70	11	-9999	717	1	0	0	0	2400	2399	2359	4489	4480	4487	3949.82	2739.2	2738.93	3.74828e+06	-15378.8	4.06071e+06	3413.18	3419.18	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	632.65	912.257	912.346	1419.46	1728.79	1745.86	0.000666667	0.000666667	0.000666667	10	66.9139	6	5.9	5.25	5	
4480	70	70	11	-9999	717	1	0	0	0	2400	2359	2403	4491	4495	4479	2621.04	2620.67	2739.2	3.06039e+06	-13657.5	4.06055e+06	3176.23	3182.23	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	778.418	778.528	744.839	1669.47	1718.26	1728.79	0.000666667	0.000666667	0.000666667	10	68.9404	6	5.9	5.25	5	
4481	25	25	17	-9999	676	1	0	0	0	2354	2428	2395	4553	4447	4547	2363.83	3047.31	2363.96	2.75376e+06	-24218.4	4.09506e+06	1760.29	1766.29	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	776.638	602.445	776.595	1772.91	1549	1726.7	0.000625	0.000583333	0.000583333	10	82.1115	6	5.9	5.45	5	
4482	25	25	17	-9999	676	1	0	0	0	2429	2431	2428	4553	4548	4554	3671.42	4345.11	2476.24	4.54199e+06	-23725.5	4.09804e+06	1658.18	1664.18	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	824.747	696.874	1222.82	1478.91	1656.61	2152	0.000625	0.000583333	0.000583333	10	83.135	6	5.9	5.45	5	
4483	70	70	11	-9999	673	1	0	0	0	2397	2356	2375	4442	4485	4439	3450.37	2590.21	3377.56	4.08933e+06	-20593.2	4.06378e+06	3217.78	3223.78	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	790.123	1052.51	807.157	1333.86	2261.74	1489.88	0.000666667	0.000666667	0.000666667	10	68.5815	6	5.9	5.25	5	
4484	7	7	11	-9999	718	1	0	0	0	2398	2396	2394	4486	4408	4440	2623.97	3864.01	3863.77	4.76819e+06	-16641.2	4.06546e+06	2903.55	2909.55	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	1211.44	822.666	822.719	1955.85	1561.53	1692.62	0.000666667	0.000666667	0.000666667	10	71.3336	6	5.9	5.25	5	
4485	70	70	11	-9999	673	1	0	0	0	2397	2375	2352	4374	4403	4483	3449.72	4415.27	2590.21	4.46227e+06	-20574.6	4.06152e+06	3380.68	3386.68	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	862.344	673.763	1148.5	1952.31	1472.36	2261.74	0.000666667	0.000666667	0.000666667	10	67.189	6	5.9	5.25	5	
4486	73	73	11	-9999	673	1	0	0	0	2394	2396	2397	4439	4490	4484	2590.06	2590.14	2623.97	2.92996e+06	-18046.2	4.0641e+06	3015.35	3021.35	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	754.156	754.133	744.409	1645.44	1456.52	1955.85	0.000666667	0.000666667	0.000666667	10	70.3443	6	5.9	5.25	5	
4487	70	70	11	-9999	718	1	0	0	0	2400	2394	2399	4490	4479	4492	2473.08	2738.93	2738.29	3.02156e+06	-16204.3	4.06224e+06	3323.88	3329.88	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	814.518	735.458	735.631	1550.62	1745.86	1572.22	0.000666667	0.000666667	0.000666667	10	67.6719	6	5.9	5.25	5	
4488	73	73	11	-9999	717	1	0	0	0	2405	2401	2403	4498	4491	4493	2620.66	2533.98	2533.86	2.84187e+06	-10770.5	4.06038e+06	2983.54	2989.54	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	722.941	747.67	747.705	1513.86	1681.57	1559.92	0.000666667	0.000666667	0.000666667	10	70.6247	6	5.9	5.25	5	
4489	68	68	11	-9999	717	1	0	0	0	2359	2399	2348	4441	4404	4479	2472.82	3694.71	3949.82	4.44795e+06	-16431.6	4.05975e+06	3836.97	3842.97	-9999	0.000603938	0.39652	0.01	6.14105	1.34201	0.01	0.0603938	0.1	-9999	0.00229882	0.000229882	0.390353	0.400353	0.01	0.01	0.229882	1	0	0.726	0.15	0.000666667	0.75	0	0	1199.16	802.58	750.742	2284.85	1686.09	1419.46	0.000666667	0.000666667	0.000666667	10	63.4101	6	5.9	5.25	5	
4490	70	70	11	-9999	673	1	0	0	0	2394	2397	2399	4403	4487	4486	2473.32	2473.08	2590.14	2.72873e+06	-17691.5	4.06268e+06	3248.21	3254.21	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	735.512	735.581	702.338	2120.37	1550.62	1456.52	0.000666667	0.000666667	0.000666667	10	68.3196	6	5.9	5.25	5	
4491	73	73	11	-9999	717	1	0	0	0	2405	2403	2359	4480	4497	4488	2621.04	3633.73	2533.98	3.32076e+06	-12269.3	4.05962e+06	3112.88	3118.88	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	844.642	609.246	873.66	1669.47	1441.98	1681.57	0.000666667	0.000666667	0.000666667	10	69.4905	6	5.9	5.25	5	
4492	73	73	11	-9999	718	1	0	0	0	2394	2400	2402	4496	4408	4487	2852.69	2853.19	2738.29	3.42689e+06	-15038.9	4.0633e+06	3040.97	3046.97	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	800.855	800.715	834.314	1744.29	1801.54	1572.22	0.000666667	0.000666667	0.000666667	10	70.1192	6	5.9	5.25	5	
4493	73	73	11	-9999	717	1	0	0	0	2411	2401	2405	4488	4499	4509	2533.86	2745.4	2745.8	3.08602e+06	-9294.31	4.05988e+06	2929.2	2935.2	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	811.94	749.378	749.268	1559.92	1711.87	1548.72	0.000666667	0.000666667	0.000666667	10	71.1056	6	5.9	5.25	5	
4494	10	10	11	-9999	719	1	0	0	0	2414	5012	5013	4512	4520	4519	2324.75	2615.41	3174.57	2.99143e+06	-16161.3	4.07275e+06	2402.46	2408.46	-9999	0.000678868	0.401833	0.01	6.26058	1.34863	0.01	0.0678868	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.726	0.15	0.000666667	0.75	0	0	857.851	762.513	628.207	1634.38	1638.05	1622.31	0.000666667	0.000666667	0.000666667	10	75.9067	6	5.9	5.25	5	
4495	70	70	11	-9999	718	1	0	0	0	2406	2400	2403	4480	4498	4496	2620.67	2710.36	3683.96	3.54784e+06	-12740.9	4.062e+06	3231.11	3237.11	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	902.528	872.662	642.033	1718.26	1681.53	1337.63	0.000666667	0.000666667	0.000666667	10	68.4667	6	5.9	5.25	5	
4496	70	70	11	-9999	718	1	0	0	0	2400	2406	2402	4505	4492	4495	2710.99	2852.69	3683.96	3.83703e+06	-13296.7	4.06322e+06	3185.14	3191.14	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	943.575	896.704	694.366	1829.47	1744.29	1337.63	0.000666667	0.000666667	0.000666667	10	68.8632	6	5.9	5.25	5	
4497	70	70	11	-9999	717	1	0	0	0	2405	2359	2358	4412	4502	4491	3694.6	2533.25	3633.73	4.35376e+06	-11995.1	4.0582e+06	3376.95	3382.95	-9999	0.000961579	0.409878	0.01	6.38062	1.41173	0.01	0.0961579	0.1	-9999	0.00340625	0.000340625	0.351942	0.361942	0.01	0.01	0.340625	1	0	0.726	0.15	0.000666667	0.75	0	0	785.606	1145.76	798.767	1581.34	2290.1	1441.98	0.000666667	0.000666667	0.000666667	10	67.2206	6	5.9	5.25	5	
4498	73	73	11	-9999	718	1	0	0	0	2403	2401	2406	4503	4495	4488	2710.68	2710.36	2620.66	3.10908e+06	-11064.6	4.06187e+06	3152.51	3158.51	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	764.65	764.741	790.916	1866.7	1681.53	1513.86	0.000666667	0.000666667	0.000666667	10	69.1459	6	5.9	5.25	5	
4499	73	73	11	-9999	762	1	0	0	0	2405	2408	2411	4523	4493	4502	2745.51	2745.4	3658.75	3.74505e+06	-8657.46	4.05829e+06	2918.64	2924.64	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	909.375	909.41	682.39	1802.49	1711.87	1508.34	0.000666667	0.000666667	0.000666667	10	71.1994	6	5.9	5.25	5	
4500	7	7	11	-9999	763	1	0	0	0	2416	2423	2413	4537	4513	4538	2628.17	2821.48	2408.16	2.9337e+06	-5419.03	4.06135e+06	2551.65	2557.65	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	744.167	693.182	812.155	1597.98	1498.04	1557.67	0.000666667	0.000666667	0.000666667	10	74.521	6	5.9	5.25	5	
4501	73	73	11	-9999	717	1	0	0	0	5010	2408	2358	4502	9653	9654	3658.6	2394.3	2393.95	2.82536e+06	-9545.74	4.05607e+06	3336.08	3342.08	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	514.835	786.693	786.805	1345.07	2105.67	1573.61	0.000666667	0.000666667	0.000666667	10	67.568	6	5.9	5.25	5	
4502	73	73	11	-9999	717	1	0	0	0	2405	2358	2408	4501	4499	4497	3658.6	3658.75	2533.25	4.3476e+06	-9859.36	4.05738e+06	3237.04	3243.04	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	792.216	792.182	1144.14	1345.07	1508.34	2290.1	0.000666667	0.000666667	0.000666667	10	68.4156	6	5.9	5.25	5	
4503	7	7	11	-9999	718	1	0	0	0	2409	2406	2401	4498	4514	9656	2710.68	3572.39	3572.67	4.48001e+06	-9656.11	4.06309e+06	3041.61	3047.61	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	1101.82	836.043	835.978	1866.7	1557.72	1354.28	0.000666667	0.000666667	0.000666667	10	70.1136	6	5.9	5.25	5	
4504	73	73	11	-9999	718	1	0	0	0	2406	5011	2407	9655	4505	9656	2451.86	3350.47	2322.21	2.84652e+06	-11237	4.06515e+06	3092.92	3098.92	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	773.975	566.392	817.186	1521.35	1281.15	1585.59	0.000666667	0.000666667	0.000666667	10	69.6645	6	5.9	5.25	5	
4505	73	73	11	-9999	718	1	0	0	0	2406	2407	2402	4476	4496	4504	2730.02	2710.99	3350.47	3.59086e+06	-12483.3	4.06485e+06	3100.93	3106.93	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	876.882	883.04	714.499	1710.6	1829.47	1281.15	0.000666667	0.000666667	0.000666667	10	69.5947	6	5.9	5.25	5	
4506	7	7	11	-9999	718	1	0	0	0	2404	5018	2412	9669	4515	9667	2939.11	3778.82	2680.03	3.91956e+06	-11093.7	4.06899e+06	2538.07	2544.07	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	889.057	691.496	975.003	1676.3	1323.84	1739.34	0.000666667	0.000666667	0.000666667	10	74.6463	6	5.9	5.25	5	
4507	73	73	11	-9999	762	1	0	0	0	7758	2417	2419	4521	15114	15093	3039.65	2294.82	2294.58	2.61294e+06	-4906.33	4.05581e+06	2891.14	2897.14	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	573.08	759.084	759.162	1348.76	1765.47	1534.07	0.000666667	0.000666667	0.000666667	10	71.4441	6	5.9	5.25	5	
4508	7	7	11	-9999	763	1	0	0	0	2409	5026	5011	9681	9656	9686	3495.02	2321.92	2691.02	3.12241e+06	-8382.29	4.06564e+06	2631.66	2637.66	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	595.594	896.505	773.54	1190.78	1879.42	1762.47	0.000666667	0.000666667	0.000666667	10	73.7864	6	5.9	5.25	5	
4509	7	7	11	-9999	763	1	0	0	0	2401	2411	2413	4513	4514	4493	2759.93	2759.4	2745.8	3.28663e+06	-8109.18	4.06087e+06	2780.09	2786.09	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	793.893	794.043	797.976	1614.2	1730.65	1548.72	0.000666667	0.000666667	0.000666667	10	72.439	6	5.9	5.25	5	
4510	7	7	11	-9999	763	1	0	0	0	2409	2413	2420	4537	9685	4514	3890.72	3890.91	2759.11	5.01886e+06	-6328.56	4.06369e+06	2592.12	2598.12	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	859.97	859.93	1212.68	1440.31	1665.01	2143.01	0.000666667	0.000666667	0.000666667	10	74.1487	6	5.9	5.25	5	
4511	10	10	11	-9999	763	1	0	0	0	5107	5104	5105	9842	9844	9848	2541.57	2675.48	2676.13	2.99243e+06	-1629.27	4.06716e+06	2533.93	2539.93	-9999	0.000678868	0.401833	0.01	6.26058	1.34863	0.01	0.0678868	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.726	0.15	0.000666667	0.75	0	0	784.93	745.644	745.461	1605.5	1573.1	1678.09	0.000666667	0.000666667	0.000666667	10	74.6845	6	5.9	5.25	5	
4512	10	10	13	-9999	719	1	0	0	0	5012	2326	5013	9659	4494	9664	2325.15	2324.75	3174.93	2.69651e+06	-16600.2	4.07433e+06	2321.27	2327.27	-9999	0.000339434	0.401833	0.01	6.26058	1.34863	0.01	0.0339434	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.835	0.25	0.000666667	0.75	0.5	0	773.144	773.277	566.209	1547.74	1634.38	1375.71	0.000666667	0.000666667	0.000666667	10	76.6695	6	5.9	5.25	5	
4513	7	7	11	-9999	762	1	0	0	0	2413	2411	2416	4517	4500	4509	2821.33	2821.48	2759.93	3.39595e+06	-6569.04	4.06039e+06	2633.04	2639.04	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	802.446	802.405	820.3	1615.54	1498.04	1614.2	0.000666667	0.000666667	0.000666667	10	73.7737	6	5.9	5.25	5	
4514	7	7	11	-9999	763	1	0	0	0	2409	2401	2413	4509	4510	4503	2759.4	2759.11	3572.39	3.75653e+06	-8176.8	4.0626e+06	2723.52	2729.52	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	907.571	907.669	701.031	1730.65	2143.01	1557.72	0.000666667	0.000666667	0.000666667	10	72.9501	6	5.9	5.25	5	
4515	7	7	11	-9999	718	1	0	0	0	2404	2412	2407	4475	9655	4506	2612.65	2729.95	3778.82	3.5662e+06	-11682.6	4.0678e+06	2699.82	2705.82	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	909.982	870.885	629.157	1751.68	1600.51	1323.84	0.000666667	0.000666667	0.000666667	10	73.1651	6	5.9	5.25	5	
4516	10	10	11	-9999	718	1	0	0	0	2412	2410	2414	4519	4288	9669	3624.3	3623.92	2612.2	4.41536e+06	-14041.5	4.07058e+06	2503.15	2509.15	-9999	0.000678868	0.401833	0.01	6.26058	1.34863	0.01	0.0678868	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.726	0.15	0.000666667	0.75	0	0	812.178	812.262	1126.86	1705.8	1586.26	1953.97	0.000666667	0.000666667	0.000666667	10	74.9692	6	5.9	5.25	5	
4517	7	7	11	-9999	762	1	0	0	0	2411	2417	2416	4526	4513	4523	2529.36	2821.33	3124.16	3.37792e+06	-6030.13	4.05887e+06	2658.86	2664.86	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	890.323	798.184	720.815	1685.52	1615.54	1427.74	0.000666667	0.000666667	0.000666667	10	73.5379	6	5.9	5.25	5	
4518	64	64	11	-9999	719	1	0	0	0	5014	7619	5015	14836	9666	14837	3895.11	3805.77	2248.78	4.13742e+06	-12441	4.07653e+06	2172.19	2178.19	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	708.14	724.762	1226.57	1288.26	1384.48	2078.72	0.000625	0.000666667	0.000666667	10	78.0863	6	5.9	5.25	5	
4519	10	10	11	-9999	719	1	0	0	0	2414	2410	5012	9657	4494	4516	3174.25	3174.57	3624.3	4.72308e+06	-14645.3	4.07217e+06	2416.01	2422.01	-9999	0.000678868	0.401833	0.01	6.26058	1.34863	0.01	0.0678868	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.726	0.15	0.000666667	0.75	0	0	991.955	991.857	868.78	1468.77	1622.31	1705.8	0.000666667	0.000666667	0.000666667	10	75.78	6	5.9	5.25	5	
4520	7	7	11	-9999	673	1	0	0	0	2414	5013	5102	9660	4409	4494	3164.92	2343.29	2615.41	3.00921e+06	-17355.4	4.07163e+06	2515.01	2521.01	-9999	0.000289247	0.433253	0.01	3.89919	1.22628	0.01	0.0289247	0.1	-9999	0.00083016	8.3016e-05	0.375278	0.385278	0.01	0.01	0.083016	1	0	0.726	0.15	0.000666667	0.75	0	0	633.867	856.119	767.044	1208.07	1572.1	1638.05	0.000666667	0.000666667	0.000666667	10	74.8594	6	5.9	5.25	5	
4521	73	73	11	-9999	762	1	0	0	0	2419	2417	2408	4523	4525	4507	2529.72	3039.16	3039.65	3.49571e+06	-6222.51	4.05611e+06	2832.96	2838.96	-9999	0.000153008	0.499223	0.01	2.47817	1.10105	0.01	0.0153008	0.1	-9999	0.000556172	5.56172e-05	0.491243	0.501243	0.01	0.01	0.0556172	1	0	0.726	0.15	0.000666667	0.75	0	0	921.238	766.813	766.692	1800	1782.42	1348.76	0.000666667	0.000666667	0.000666667	10	71.9639	6	5.9	5.25	5	
4522	10	10	11	-9999	809	1	0	0	0	2426	2418	2424	4527	4543	14849	2582.72	2471.9	2471.64	2.72169e+06	398.607	4.06172e+06	2722.03	2728.03	-9999	0.000678868	0.401833	0.01	6.26058	1.34863	0.01	0.0678868	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.726	0.15	0.000666667	0.75	0	0	702.537	734.034	734.113	1470.37	1657.52	1410.59	0.000666667	0.000666667	0.000666667	10	72.9636	6	5.9	5.25	5	
