index	iSoil	iGeol	iLC	IC	iForc	iMF	iBC	iLake	node0	node1	node2	nabr0	nabr1	nabr2	edge0	edge1	edge2	area	x	y	zmin	zmax	soil_index	infKsatV	ThetaS	ThetaR	Alpha	Beta	hAreaF	macKsatV	infD	geol_index	KsatH	KsatV	SpYield	geo_ThetaS	geo_ThetaR	geo_vAreaF	macKsatH	macD	LC_index	VegFrac	Albedo	Rough	RzD	SoilDgrd	ImpAF	Dist2Edge0	Dist2Edge1	Dist2Edge2	Dist2Nabor0	Dist2Nabor1	Dist2Nabor2	avgRough0	avgRough1	avgRough2	windH	FixPressure	AquiferDepth	WetlandLevel	RootReachLevel	MacporeLevel	
18359	41	41	17	-9999	391	1	0	0	0	9394	9396	9393	18356	18355	18347	2299.31	2359.05	2585.92	2.50425e+06	-81674.4	4.38205e+06	1503.43	1509.43	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	726.087	707.7	645.611	1915.48	1687.26	1458.86	0.000583333	0.000583333	0.000583333	10	84.7056	6	5.9	5.45	5	
18360	27	27	17	-9999	391	1	0	0	0	12310	9403	9397	18370	18372	18373	2490.24	3039.02	2166.01	2.66494e+06	-81732.4	4.37764e+06	1475.98	1481.98	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	713.433	584.604	820.228	1552.07	1147.11	1656.33	0.000583333	0.000583333	0.000583333	10	84.9867	6	5.9	5.45	5	
18361	41	41	17	-9999	391	1	0	0	0	9395	9393	9402	15687	18353	18355	3022.34	3021.91	3158.35	4.06908e+06	-79172.6	4.38078e+06	1490.17	1496.17	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	897.556	897.684	858.906	1558.09	1720.23	1605.4	0.000583333	0.000583333	0.000583333	10	84.8414	6	5.9	5.45	5	
18362	27	27	17	-9999	350	1	0	0	0	9400	9398	9372	18350	24137	18269	3016.31	2405.95	2406.12	2.82733e+06	-90609.4	4.38546e+06	1556.98	1562.98	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	624.898	783.426	783.373	1527.58	1486.45	1943.69	0.000583333	0.000583333	0.000583333	10	84.1594	6	5.9	5.45	5	
18363	40	40	17	-9999	349	1	0	0	0	9398	8202	9401	27136	18314	18269	3565.12	3565.17	3016.86	4.87269e+06	-90451.9	4.38201e+06	1544.13	1550.13	-9999	7.61853e-05	0.43997	0.01	2.76796	1.24325	0.01	0.00761853	0.1	-9999	0.0020631	0.00020631	0.431455	0.441455	0.01	0.01	0.20631	1	0	0.01	0.3	0.000583333	0.55	0.6	0	911.179	911.165	1076.77	1731.55	1654.21	1971.89	0.000583333	0.000583333	0.000583333	10	84.2902	6	5.9	5.45	5	
18364	28	28	17	-9999	349	1	0	0	0	10783	10787	10789	21137	21133	21100	2712.43	3134.18	2287.53	3.02428e+06	-84097.6	4.37224e+06	1470.61	1476.61	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	743.314	643.29	881.382	1442.84	1406.92	1620.25	0.000583333	0.000583333	0.000583333	10	85.0418	6	5.9	5.45	5	
18365	27	27	17	-9999	433	1	0	0	0	9416	9411	9417	18389	18401	18398	2558.89	2734.24	3734.4	3.49825e+06	-73288.7	4.37564e+06	1427.77	1433.77	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	911.398	852.95	624.51	1719.08	1639.09	1253.55	0.000583333	0.000583333	0.000583333	10	85.4822	6	5.9	5.45	5	
18366	27	27	17	-9999	350	1	0	0	0	9372	9373	12307	18281	24137	18313	2344.79	2449.17	2605.63	2.61917e+06	-90490.7	4.38809e+06	1554.02	1560.02	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	744.679	712.941	670.132	1597.98	1392.69	1713.63	0.000583333	0.000583333	0.000583333	10	84.1896	6	5.9	5.45	5	
18367	40	40	17	-9999	308	1	0	0	0	8202	9400	8207	24128	15997	18269	2406.32	3872.29	4144.92	4.571e+06	-92738.5	4.38408e+06	1562.51	1568.51	-9999	7.61853e-05	0.43997	0.01	2.76796	1.24325	0.01	0.00761853	0.1	-9999	0.0020631	0.00020631	0.431455	0.441455	0.01	0.01	0.20631	1	0	0.01	0.3	0.000583333	0.55	0.6	0	1266.39	786.959	735.198	2119.53	1830.83	1332.88	0.000583333	0.000583333	0.000583333	10	84.1032	6	5.9	5.45	5	
18368	28	28	17	-9999	349	1	0	0	0	10815	10814	10799	21190	21191	15985	2231.64	3476.01	3476.01	3.67334e+06	-90123.4	4.37674e+06	1512.86	1518.86	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	1097.35	704.513	704.513	1901.78	1170.65	1548.8	0.000583333	0.000583333	0.000583333	10	84.6092	6	5.9	5.45	5	
18369	28	28	17	-9999	349	1	0	0	0	10790	10814	8211	27140	21162	21190	2231.44	3365.65	2231.33	2.46589e+06	-90302.4	4.37427e+06	1510.59	1516.59	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	736.711	488.443	736.748	1762	1563.4	1437.86	0.000583333	0.000583333	0.000583333	10	84.6325	6	5.9	5.45	5	
18370	27	27	17	-9999	391	1	0	0	0	9403	9393	9397	18356	18360	15687	3744.04	2490.24	2490.51	3.07463e+06	-81746.7	4.37919e+06	1486.19	1492.19	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	547.472	823.114	823.026	1334.67	1552.07	1656.33	0.000583333	0.000583333	0.000583333	10	84.8821	6	5.9	5.45	5	
18371	41	41	17	-9999	391	1	0	0	0	9407	9406	9402	18353	18378	18376	2891.86	4023.66	2847.71	4.11698e+06	-76392	4.37904e+06	1458.15	1464.15	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	949.097	682.128	963.81	1856.44	1394.47	1855.6	0.000583333	0.000583333	0.000583333	10	85.1698	6	5.9	5.45	5	
18372	28	28	17	-9999	391	1	0	0	0	9397	10788	12310	24142	18360	21139	2165.5	3039.02	2380.82	2.56252e+06	-82432.1	4.37673e+06	1485.44	1491.44	-9999	0.00012754	0.447753	0.01	3.94178	1.20985	0.01	0.012754	0.1	-9999	0.0018545	0.00018545	0.439714	0.449714	0.01	0.01	0.18545	1	0	0.01	0.3	0.000583333	0.55	0.6	0	788.894	562.138	717.547	1528.76	1147.11	1684.82	0.000583333	0.000583333	0.000583333	10	84.8898	6	5.9	5.45	5	
18373	27	27	17	-9999	391	1	0	0	0	9402	9403	12310	18360	24140	15687	2166.01	3739.42	2490.3	2.584e+06	-80115.6	4.378e+06	1469.29	1475.29	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	795.317	460.678	691.752	1656.33	1369.27	1552.07	0.000583333	0.000583333	0.000583333	10	85.0554	6	5.9	5.45	5	
18374	27	27	17	-9999	381	1	0	0	0	10139	10130	10142	19840	16014	19828	3956.64	3348.7	2642.32	4.37833e+06	-82026.9	4.27018e+06	1508.46	1514.46	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	737.719	871.648	1104.67	1459.34	1695.33	1904.48	0.000583333	0.000583333	0.000583333	10	84.6543	6	5.9	5.45	5	
18375	23	23	17	-9999	785	1	0	0	0	9780	9836	9837	19236	19134	19124	2476.26	3733.52	2625.83	3.24311e+06	-2408.22	4.30828e+06	1362.26	1368.26	-9999	0.000112858	0.483477	0.01	3.26628	1.2141	0.01	0.0112858	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.01	0.3	0.000583333	0.55	0.6	0	873.121	579.097	823.386	1698.63	1463.51	1681.46	0.000583333	0.000583333	0.000583333	10	86.1593	6	5.9	5.45	5	
18376	41	41	17	-9999	433	1	0	0	0	9405	9406	9407	18371	18302	18386	2847.71	2848.2	2891.88	3.54775e+06	-74548.5	4.37925e+06	1446.51	1452.51	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	830.55	830.406	817.864	1855.6	1546.23	1647.45	0.000583333	0.000583333	0.000583333	10	85.2893	6	5.9	5.45	5	
18377	41	41	17	-9999	433	1	0	0	0	10962	9419	10923	21409	18402	21487	3582.84	2616.45	2616.53	3.41633e+06	-69404.2	4.38153e+06	1434.52	1440.52	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	635.684	870.473	870.447	1418.69	1654.78	1810.26	0.000583333	0.000583333	0.000583333	10	85.4128	6	5.9	5.45	5	
18378	41	41	17	-9999	391	1	0	0	0	9407	9402	9399	24140	15995	18371	3022.96	2848.4	4023.66	4.29711e+06	-76901.6	4.37774e+06	1451.78	1457.78	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	947.659	1005.74	711.973	2082.19	1827.36	1394.47	0.000583333	0.000583333	0.000583333	10	85.2351	6	5.9	5.45	5	
18379	41	41	17	-9999	391	1	0	0	0	9410	9406	10963	18386	21488	18239	3483.03	2716.84	2523.66	3.40423e+06	-74792.6	4.38177e+06	1473.05	1479.05	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	651.585	835.34	899.284	1317	1566.59	1699.05	0.000583333	0.000583333	0.000583333	10	85.0168	6	5.9	5.45	5	
18380	27	27	17	-9999	391	1	0	0	0	9413	9411	9399	15995	18388	18384	2724.92	3611.77	3612.44	4.55783e+06	-76829.3	4.37472e+06	1435.57	1441.57	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	1115.1	841.292	841.136	1925.12	1397.64	1748.39	0.000583333	0.000583333	0.000583333	10	85.402	6	5.9	5.45	5	
18381	41	41	17	-9999	476	1	0	0	0	10922	10896	10924	21412	21401	21407	2778.59	2778.82	2740.22	3.31215e+06	-62486.6	4.38221e+06	1396.95	1402.95	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	794.684	794.618	805.814	1410.32	1589.19	1738.17	0.000583333	0.000583333	0.000583333	10	85.8002	6	5.9	5.45	5	
18382	41	41	17	-9999	434	1	0	0	0	12311	9365	9366	18299	18283	21501	2499.51	3741.26	2437.83	3.01303e+06	-69593.8	4.39062e+06	1468.91	1474.91	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	803.631	536.9	823.965	2237.91	1389.15	1635.87	0.000583333	0.000583333	0.000583333	10	85.0593	6	5.9	5.45	5	
18383	41	41	17	-9999	392	1	0	0	0	9412	9415	9389	18345	18391	18390	3055.29	2571.74	2765.48	3.33591e+06	-75793.5	4.38673e+06	1524.01	1530.01	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	727.899	864.76	804.178	1895.13	1887.98	1566.29	0.000583333	0.000583333	0.000583333	10	84.4953	6	5.9	5.45	5	
18384	27	27	17	-9999	391	1	0	0	0	9411	9413	9409	21135	18389	18380	4157.05	2724.99	3612.44	4.85672e+06	-75669.1	4.37341e+06	1429.15	1435.15	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	778.874	1188.19	896.296	1505.22	1927.53	1748.39	0.000583333	0.000583333	0.000583333	10	85.4681	6	5.9	5.45	5	
18385	41	41	17	-9999	476	1	0	0	0	10881	10913	9422	21389	20909	18303	3593.22	2973.63	4320.18	5.28631e+06	-66047.2	4.37575e+06	1384.6	1390.6	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	980.795	1185.15	815.756	2114.56	2089.61	1491.43	0.000583333	0.000583333	0.000583333	10	85.9279	6	5.9	5.45	5	
18386	41	41	17	-9999	433	1	0	0	0	10963	9406	9405	18376	21489	18379	2891.88	2384.52	3483.03	3.4144e+06	-73925.2	4.38077e+06	1455.22	1461.22	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	787.122	954.599	653.53	1647.45	1767.97	1317	0.000583333	0.000583333	0.000583333	10	85.1998	6	5.9	5.45	5	
18387	41	41	17	-9999	392	1	0	0	0	9410	9408	9412	18390	18344	21488	2571.49	2571.28	2523.45	2.82696e+06	-75142.4	4.38419e+06	1491.09	1497.09	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	732.898	732.958	746.85	1549.02	1635.27	1483.88	0.000583333	0.000583333	0.000583333	10	84.8319	6	5.9	5.45	5	
18388	27	27	17	-9999	391	1	0	0	0	9413	9399	12309	24143	24141	18380	2410.19	2410.09	3611.77	2.88239e+06	-78227	4.37472e+06	1444.1	1450.1	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	797.278	797.311	532.036	1505.58	1594.59	1397.64	0.000583333	0.000583333	0.000583333	10	85.3142	6	5.9	5.45	5	
18389	27	27	17	-9999	433	1	0	0	0	9411	9409	9417	18408	18365	18384	2558.16	2558.89	2724.99	2.95057e+06	-73836.9	4.37401e+06	1425.8	1431.8	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	768.929	768.711	721.854	1612.59	1719.08	1927.53	0.000583333	0.000583333	0.000583333	10	85.5026	6	5.9	5.45	5	
18390	41	41	17	-9999	434	1	0	0	0	9415	9412	9408	18387	18396	18383	2571.49	2764.98	2765.48	3.14767e+06	-74650	4.38566e+06	1503.3	1509.3	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	816.044	758.938	758.801	1549.02	1931.42	1566.29	0.000583333	0.000583333	0.000583333	10	84.707	6	5.9	5.45	5	
18391	41	41	17	-9999	392	1	0	0	0	9386	9412	9389	18383	18342	18357	2571.74	3445.31	3230.37	3.9469e+06	-77539	4.38601e+06	1524.05	1530.05	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	1023.15	763.724	814.539	1887.98	1574.74	1860.58	0.000583333	0.000583333	0.000583333	10	84.495	6	5.9	5.45	5	
18392	23	23	17	-9999	388	1	0	0	0	10634	10625	10627	20817	20816	20823	2976.17	2847.78	2847.98	3.61332e+06	-79415.3	4.34161e+06	1239.15	1245.15	-9999	0.000112858	0.483477	0.01	3.26628	1.2141	0.01	0.0112858	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.01	0.3	0.000583333	0.55	0.6	0	809.39	845.881	845.822	1661.29	1828.19	1620.85	0.000583333	0.000583333	0.000583333	10	87.4435	6	5.9	5.45	5	
18393	23	23	17	-9999	426	1	0	0	0	10313	10315	13736	20183	26984	20193	2419.26	2633.21	2597.98	2.80494e+06	-68264.2	4.30286e+06	1369.61	1375.61	-9999	0.000112858	0.483477	0.01	3.26628	1.2141	0.01	0.0112858	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.01	0.3	0.000583333	0.55	0.6	0	772.946	710.143	719.773	1666.77	1563.16	1577.71	0.000583333	0.000583333	0.000583333	10	86.0831	6	5.9	5.45	5	
18394	41	41	17	-9999	433	1	0	0	0	9414	9417	9421	18408	18404	18401	2402.31	2402.79	2559.14	2.60195e+06	-71090.2	4.37459e+06	1415.21	1421.21	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	722.069	721.924	677.818	1639.06	2111.05	1452.78	0.000583333	0.000583333	0.000583333	10	85.6118	6	5.9	5.45	5	
18395	41	41	17	-9999	475	1	0	0	0	10855	10821	10798	21189	21272	21205	3350.68	2133.82	2134.25	2.21459e+06	-64489.5	4.37022e+06	1352.4	1358.4	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	440.624	691.9	691.76	1326.22	1717.85	1766.36	0.000583333	0.000583333	0.000583333	10	86.2616	6	5.9	5.45	5	
18396	41	41	17	-9999	434	1	0	0	0	9418	9415	9408	18390	21484	18177	2764.98	3776.35	3776.81	4.85868e+06	-72750.5	4.38601e+06	1493.49	1499.49	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	1171.48	857.738	857.633	1931.42	1426.93	1715.23	0.000583333	0.000583333	0.000583333	10	84.8074	6	5.9	5.45	5	
18397	41	41	17	-9999	434	1	0	0	0	9415	9367	9358	18317	18345	18177	3945.2	4327.61	2764.7	5.33741e+06	-74289.5	4.38923e+06	1533.04	1539.04	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	901.925	822.227	1287.04	1929.27	1640.52	2465.97	0.000583333	0.000583333	0.000583333	10	84.4032	6	5.9	5.45	5	
18398	27	27	17	-9999	433	1	0	0	0	9411	9416	9407	18302	15995	18365	2576.2	2725.42	3734.4	3.51047e+06	-74046.4	4.37664e+06	1435.6	1441.6	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	908.439	858.701	626.692	1776.61	1738.32	1253.55	0.000583333	0.000583333	0.000583333	10	85.4016	6	5.9	5.45	5	
18399	27	27	17	-9999	433	1	0	0	0	9416	9414	10913	21389	21388	18401	2648.72	4229.75	2575.63	3.24209e+06	-70168.1	4.37677e+06	1409.76	1415.76	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	816.015	510.998	839.169	2282.52	1437.97	1732.19	0.000583333	0.000583333	0.000583333	10	85.668	6	5.9	5.45	5	
18400	27	27	17	-9999	433	1	0	0	0	9409	10782	9421	21126	18408	33086	3437.44	3509.91	2792.44	4.43949e+06	-72165.9	4.37205e+06	1414.07	1420.07	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	861.007	843.23	1059.88	1539.03	1444.89	1747.49	0.000583333	0.000583333	0.000583333	10	85.6235	6	5.9	5.45	5	
18401	41	41	17	-9999	433	1	0	0	0	9416	9417	9414	18394	18399	18365	2559.14	2575.63	2734.24	2.97086e+06	-71673.2	4.37592e+06	1419.58	1425.58	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	773.922	768.966	724.361	1452.78	1732.19	1639.09	0.000583333	0.000583333	0.000583333	10	85.5667	6	5.9	5.45	5	
18402	41	41	17	-9999	433	1	0	0	0	10961	10962	10923	18377	21408	21485	2616.45	2485.74	2616.14	2.86138e+06	-70264.9	4.38295e+06	1449.55	1455.55	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	729.073	767.411	729.161	1654.78	1633.63	1411.87	0.000583333	0.000583333	0.000583333	10	85.2581	6	5.9	5.45	5	
18403	27	27	17	-9999	433	1	0	0	0	9405	9416	9419	21388	21487	18302	4314.48	4314.27	2576.96	5.3053e+06	-71305.2	4.37899e+06	1425.95	1431.95	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	819.766	819.807	1372.49	1871.58	1466.84	2165.69	0.000583333	0.000583333	0.000583333	10	85.501	6	5.9	5.45	5	
18404	41	41	17	-9999	433	1	0	0	0	9414	9421	9422	21248	21389	18394	4334.97	4335.29	2402.79	5.00421e+06	-68986.9	4.37441e+06	1396.53	1402.53	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	769.587	769.531	1388.44	1502.35	1524.81	2111.05	0.000583333	0.000583333	0.000583333	10	85.8046	6	5.9	5.45	5	
18405	27	27	17	-9999	475	1	0	0	0	10840	10798	10838	21159	21239	21272	2685.3	2568.77	2568.86	2.94041e+06	-61540.7	4.36956e+06	1338.49	1344.49	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	730.002	763.116	763.089	1528.26	1482.55	1514.05	0.000583333	0.000583333	0.000583333	10	86.4061	6	5.9	5.45	5	
18406	27	27	17	-9999	387	1	0	0	0	20327	10750	10561	21062	20685	39906	3469.39	2692.39	3430.79	4.2759e+06	-75872.3	4.33358e+06	1194.16	1200.16	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	821.644	1058.76	830.888	1383.17	2165.14	1477.82	0.000583333	0.000583333	0.000583333	10	87.9166	6	5.9	5.45	5	
18407	23	23	17	-9999	876	1	0	0	0	9721	9730	9731	19062	24754	18998	3721.77	3722	2476.67	4.34635e+06	11291.5	4.31237e+06	1195.64	1201.64	-9999	0.000112858	0.483477	0.01	3.26628	1.2141	0.01	0.0112858	0.1	-9999	0.00134941	0.000134941	0.42041	0.43041	0.01	0.01	0.134941	1	0	0.01	0.3	0.000583333	0.55	0.6	0	778.545	778.497	1169.95	1656.47	1508.11	1991.06	0.000583333	0.000583333	0.000583333	10	87.901	6	5.9	5.45	5	
18408	27	27	17	-9999	433	1	0	0	0	9409	9421	9417	18394	18389	18400	2402.31	2558.16	3509.91	3.07275e+06	-72310.2	4.37349e+06	1418.46	1424.46	-9999	0.000137214	0.466971	0.01	3.69993	1.21789	0.01	0.0137214	0.1	-9999	0.00247817	0.000247817	0.445697	0.455697	0.01	0.01	0.247817	1	0	0.01	0.3	0.000583333	0.55	0.6	0	852.721	800.769	583.632	1639.06	1612.59	1444.89	0.000583333	0.000583333	0.000583333	10	85.5782	6	5.9	5.45	5	
18409	41	41	17	-9999	433	1	0	0	0	9421	9420	10843	21249	21248	21126	2246.39	3264.06	2402.74	2.69843e+06	-69133.4	4.37226e+06	1399.31	1405.31	-9999	0.000247169	0.392299	0.01	6.18921	1.35935	0.01	0.0247169	0.1	-9999	0.00217401	0.000217401	0.390768	0.400768	0.01	0.01	0.217401	1	0	0.01	0.3	0.000583333	0.55	0.6	0	800.82	551.138	748.708	1634.52	1444.96	1675.03	0.000583333	0.000583333	0.000583333	10	85.7758	6	5.9	5.45	5	
