step_idx	t_sim	setup_called	hypre_iters	hypre_op_count	operator_complexity	setup_wall_sec	solve_wall_sec	cvode_nli_step	cvode_nfeLS_step
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.020102e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.012946e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.042784e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.589002e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.817456e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.120205e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.819542e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.066008e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.041859e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.872933e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.065022e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.095513e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.017771e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.080828e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.131276e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.091269e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.016216e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.654087e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.509864e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.322923e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.577154e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.583058e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.418407e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.016695e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.944122e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.813642e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.002699e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.957366e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.043097e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.033287e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.053356e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.012531e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.559349e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.000742e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.014728e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.015182e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.933763e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.083504e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.976388e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.406029e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.095669e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.149827e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.810884e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.018715e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.150888e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.072954e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.011375e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.088173e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.019397e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.001212e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.063666e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.111850e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.606127e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.041697e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.214722e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.549491e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.860880e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.210848e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.265584e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.680557e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.068987e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.307799e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.006006e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.038412e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.344192e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.548524e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.190103e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.105504e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.013534e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.573948e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.139646e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.173913e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.037348e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.845793e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.186897e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.004999e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.787700e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.026102e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.310581e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.061724e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.058268e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.020789e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.017648e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.586736e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.138718e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.018804e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.023199e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.033657e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.019039e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.890068e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.125937e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.076607e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.476508e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.066618e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.079167e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.285413e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.770925e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.092602e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.045026e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.027711e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.031550e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.782899e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.058951e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.056714e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.678154e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.803956e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.283763e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.104772e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.403554e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.019348e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.166577e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.121774e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.843389e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.046631e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.045959e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.320585e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.057988e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.919848e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.764031e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.143786e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.021347e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.765676e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.918061e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.035266e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.799975e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.916671e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.635917e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.036175e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.857384e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.069014e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.616982e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.478376e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.000843e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.116106e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.100645e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.404170e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.056222e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.199009e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.826818e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.857024e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.115672e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.174943e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.870992e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.041027e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.082003e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.574102e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.674475e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.085647e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.493010e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.041317e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.068832e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.825169e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	9.401946e-03	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.096919e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.016801e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.068441e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.009194e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.027465e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.033911e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.068668e-02	0	0
-1	0.000000	0	2	397982	1.000000	0.000000e+00	1.096536e-02	0	0
