# project_name=xinanjiang solverstep_min=20 epsilon_m=1e-06
entity_type,entity_id,flips_sf,flips_us,flips_gw,flips_stage
ele,764,133,0,0,0
ele,765,143,0,0,0
ele,766,131,0,10,0
ele,767,1856,0,0,0
ele,768,4453,0,0,0
ele,769,108,0,0,0
ele,770,91,0,0,0
ele,771,103,0,0,0
ele,772,163,0,0,0
ele,773,89,0,0,0
ele,774,110,0,0,0
ele,775,97,0,0,0
ele,776,121,0,0,0
ele,777,77,0,0,0
ele,778,107,0,0,0
ele,779,149,0,0,0
ele,780,130,0,0,0
ele,781,121,0,0,0
ele,782,159,0,0,0
ele,783,133,0,0,0
ele,784,113,0,0,0
ele,785,135,0,0,0
ele,786,211,0,12,0
ele,787,127,0,0,0
ele,788,97,0,0,0
ele,789,187,0,12,0
ele,790,49,0,0,0
ele,791,123,0,0,0
ele,792,245,0,0,0
ele,793,107,0,0,0
ele,794,115,0,0,0
ele,795,51,0,0,0
ele,796,183,0,0,0
ele,797,129,0,0,0
ele,798,129,0,0,0
ele,799,135,0,0,0
ele,800,165,0,0,0
ele,801,123,0,0,0
riv,1,0,0,0,42
riv,2,0,0,0,39
riv,3,0,0,0,40
riv,4,0,0,0,39
riv,5,0,0,0,40
riv,6,0,0,0,45
riv,7,0,0,0,45
riv,8,0,0,0,43
riv,9,0,0,0,45
riv,10,0,0,0,41
riv,11,0,0,0,41
riv,12,0,0,0,49
riv,13,0,0,0,41
riv,14,0,0,0,47
riv,15,0,0,0,45
riv,16,0,0,0,43
riv,17,0,0,0,43
riv,18,0,0,0,42
riv,19,0,0,0,41
riv,20,0,0,0,41
riv,21,0,0,0,41
riv,22,0,0,0,41
riv,23,0,0,0,41
riv,24,0,0,0,47
riv,25,0,0,0,47
riv,26,0,0,0,39
riv,27,0,0,0,47
riv,28,0,0,0,49
riv,29,0,0,0,52
riv,30,0,0,0,52
riv,31,0,0,0,65
riv,32,0,0,0,81
riv,33,0,0,0,69
riv,34,0,0,0,67
riv,35,0,0,0,59
riv,36,0,0,0,49
riv,37,0,0,0,45
riv,38,0,0,0,45
riv,39,0,0,0,49
riv,40,0,0,0,48
riv,41,0,0,0,57
riv,42,0,0,0,49
riv,43,0,0,0,51
riv,44,0,0,0,43
riv,45,0,0,0,65
riv,46,0,0,0,56
riv,47,0,0,0,63
riv,48,0,0,0,55
riv,49,0,0,0,48
riv,50,0,0,0,44
riv,51,0,0,0,44
riv,52,0,0,0,42
riv,53,0,0,0,47
riv,54,0,0,0,47
riv,55,0,0,0,55
riv,56,0,0,0,50
riv,57,0,0,0,56
riv,58,0,0,0,43
riv,59,0,0,0,35
riv,60,0,0,0,34
riv,61,0,0,0,36
riv,62,0,0,0,37
riv,63,0,0,0,36
riv,64,0,0,0,38
riv,65,0,0,0,36
riv,66,0,0,0,52
riv,67,0,0,0,48
riv,68,0,0,0,48
riv,69,0,0,0,47
